,(년-월-일:시),PM10등급,PM10,PM2.5등급,PM2.5,오존등급,오존,이산화질소등급,이산화질소,일산화탄소등급,일산화탄소,아황산가스등급,아황산가스
1198,2021-03-26:17,나쁨,104.0,나쁨,61.0,보통,0.033,보통,0.056,좋음,0.6,좋음,0.004
1199,2021-03-26:16,나쁨,97.0,나쁨,58.0,보통,0.033,보통,0.053,좋음,0.6,좋음,0.003
1200,2021-03-26:15,나쁨,122.0,매우나쁨,78.0,보통,0.032,보통,0.053,좋음,0.6,좋음,0.004
1201,2021-03-26:14,나쁨,119.0,나쁨,75.0,좋음,0.027,보통,0.06,좋음,0.8,좋음,0.004
1202,2021-03-26:13,나쁨,134.0,매우나쁨,92.0,좋음,0.029,보통,0.057,좋음,0.8,좋음,0.005
1203,2021-03-26:12,매우나쁨,151.0,매우나쁨,101.0,좋음,0.022,나쁨,0.073,좋음,1.1,좋음,0.005
1204,2021-03-26:11,매우나쁨,160.0,매우나쁨,113.0,좋음,0.016,나쁨,0.073,좋음,1.1,좋음,0.005
1205,2021-03-26:10,나쁨,150.0,매우나쁨,111.0,좋음,0.009,나쁨,0.068,좋음,1.1,좋음,0.004
1206,2021-03-26:09,매우나쁨,152.0,매우나쁨,110.0,좋음,0.008,보통,0.056,좋음,1.1,좋음,0.003
1207,2021-03-26:08,나쁨,143.0,매우나쁨,103.0,좋음,0.006,보통,0.05,좋음,0.7,좋음,0.003
1208,2021-03-26:07,나쁨,144.0,매우나쁨,103.0,좋음,0.007,보통,0.048,좋음,0.7,좋음,0.003
1209,2021-03-26:06,나쁨,131.0,매우나쁨,96.0,좋음,0.018,보통,0.041,좋음,0.6,좋음,0.003
1210,2021-03-26:05,나쁨,131.0,매우나쁨,95.0,좋음,0.016,보통,0.035,좋음,0.6,좋음,0.003
1211,2021-03-26:04,나쁨,117.0,매우나쁨,87.0,좋음,0.016,보통,0.036,좋음,0.6,좋음,0.003
1212,2021-03-26:03,나쁨,115.0,매우나쁨,83.0,좋음,0.018,보통,0.037,좋음,0.6,좋음,0.003
1213,2021-03-26:02,나쁨,106.0,매우나쁨,79.0,좋음,0.019,보통,0.038,좋음,0.6,좋음,0.003
1214,2021-03-26:01,나쁨,102.0,매우나쁨,77.0,좋음,0.016,보통,0.045,좋음,0.6,좋음,0.002
1215,2021-03-25:24,나쁨,87.0,나쁨,65.0,좋음,0.011,보통,0.055,좋음,0.6,좋음,0.003
1216,2021-03-25:23,나쁨,81.0,나쁨,64.0,좋음,0.009,나쁨,0.061,좋음,0.6,좋음,0.003
1217,2021-03-25:22,나쁨,83.0,나쁨,55.0,좋음,0.011,나쁨,0.065,좋음,0.6,좋음,0.003
1218,2021-03-25:21,나쁨,88.0,나쁨,47.0,좋음,0.02,나쁨,0.063,좋음,0.6,좋음,0.004
1219,2021-03-25:20,나쁨,87.0,나쁨,48.0,보통,0.034,보통,0.054,좋음,0.6,좋음,0.004
1220,2021-03-25:19,나쁨,110.0,나쁨,53.0,보통,0.049,보통,0.045,좋음,0.5,좋음,0.004
1221,2021-03-25:18,나쁨,113.0,나쁨,53.0,보통,0.074,보통,0.033,좋음,0.5,좋음,0.005
1222,2021-03-25:17,나쁨,122.0,나쁨,58.0,보통,0.085,보통,0.031,좋음,0.5,좋음,0.006
1223,2021-03-25:16,나쁨,110.0,나쁨,52.0,보통,0.075,좋음,0.026,좋음,0.5,좋음,0.005
1224,2021-03-25:15,나쁨,108.0,나쁨,58.0,보통,0.069,좋음,0.03,좋음,0.5,좋음,0.004
1225,2021-03-25:14,나쁨,97.0,나쁨,53.0,보통,0.054,보통,0.039,좋음,0.5,좋음,0.004
1226,2021-03-25:13,나쁨,89.0,나쁨,50.0,보통,0.049,보통,0.038,좋음,0.5,좋음,0.004
1227,2021-03-25:12,보통,73.0,나쁨,40.0,보통,0.042,보통,0.042,좋음,0.5,좋음,0.003
1228,2021-03-25:11,보통,66.0,보통,33.0,보통,0.036,보통,0.037,좋음,0.5,좋음,0.003
1229,2021-03-25:10,보통,56.0,보통,30.0,좋음,0.025,보통,0.041,좋음,0.5,좋음,0.003
1230,2021-03-25:09,보통,57.0,보통,32.0,좋음,0.008,보통,0.052,좋음,0.7,좋음,0.003
1231,2021-03-25:08,보통,47.0,보통,25.0,좋음,0.004,보통,0.054,좋음,0.6,좋음,0.003
1232,2021-03-25:07,보통,48.0,보통,26.0,좋음,0.008,보통,0.048,좋음,0.5,좋음,0.003
1233,2021-03-25:06,보통,40.0,보통,18.0,보통,0.032,좋음,0.02,좋음,0.3,좋음,0.003
1234,2021-03-25:05,보통,39.0,보통,18.0,좋음,0.026,좋음,0.025,좋음,0.4,좋음,0.003
1235,2021-03-25:04,보통,34.0,좋음,15.0,좋음,0.017,보통,0.033,좋음,0.4,좋음,0.002
1236,2021-03-25:03,보통,35.0,좋음,13.0,좋음,0.029,좋음,0.025,좋음,0.4,좋음,0.003
1237,2021-03-25:02,보통,35.0,좋음,13.0,보통,0.031,좋음,0.025,좋음,0.3,좋음,0.003
1238,2021-03-25:01,보통,42.0,좋음,13.0,좋음,0.022,보통,0.037,좋음,0.4,좋음,0.003
