대여소 명,대여 일자 / 월,대여 건수
1158. 가양역 8번출구,202010,6546
1159. 서서울모터리움앞,202010,1794
1160. 양천향교역 7번출구앞,202010,7088
1161. 강서면허시험장앞,202010,622
1162. 공항초등학교건너편,202010,1581
1163. 방화동강서기동대앞,202010,1726
1165. 마곡중학교 후문,202010,1063
1166. 강서구립등빛도서관,202010,3746
1167. 마곡수명산파크3단지 교차로,202010,3167
1168. 마곡엠밸리10단지 앞,202010,1276
1169. 염창역 1번 출구,202010,2194
1170. 강서구보건소 (삼성디지털 프라자),202010,1096
1171. 염창동 새마을금고 건너편 (모닝글로리),202010,2591
1172. 가양3동 주민센터,202010,2017
1173. 강서구청사거리(SH타워),202010,3873
1174. 강서구청사거리(부민병원),202010,1504
1175. 대한항공 인력개발센터,202010,1627
1177. 수명중?고교,202010,1564
1178. 개화산역 2번 출구,202010,1196
1180. 마곡엠밸리 15단지(1502동) 건너편,202010,2395
1181. 농수산식품공사 (강서지사),202010,468
1182. KBS 스포츠월드,202010,3635
1183. KC 대학교,202010,457
1184. 마곡13단지,202010,3094
1185. 등촌9단지,202010,1786
1186. 송정중학교,202010,501
1187. 강서수산물도매시장,202010,956
1188. 롯데중앙연구소,202010,273
1190. 마곡역 교차로(2번출구),202010,1732
1191. 마곡역 교차로(NH농협),202010,3093
1192. 마곡수명산파크 209동 건너편,202010,1814
1193. 마곡센트럴타워 1차,202010,2680
1194. 센서텍㈜,202010,900
1195. 코오롱One&Only타워,202010,2144
1196. 서울식물원(문화센터) 건너편,202010,699
1197. 엠펠리체 호텔 건너편,202010,3456
1198. LG 사이언스파크,202010,840
1199. 우장산역 3번출구,202010,2926
1200. 개화광역환승센터,202010,368
2701. 마곡나루역 5번출구 뒤편,202010,5263
2702. 마곡 엠밸리2단지,202010,1542
2703.서울도시가스 앞,202010,952
2704.홈플러스(강서점),202010,3430
2706.강서공업고등학교 앞,202010,1951
2707.한강아파트,202010,1590
2708.강서한강자이타워 앞,202010,3419
2709.강변아파트 310동 앞,202010,1475
2710.라이품 공영주차장 앞,202010,2269
2711.가로공원공영주차장 1번 출구,202010,1303
2712.화곡터널입구교차로,202010,460
2713.우장초등학교 앞,202010,1185
2714.발산1동주민센터교차로,202010,2444
2715.마곡나루역 2번 출구,202010,7657
2716.롯데 R&D 센터,202010,447
2717.LG유플러스 마곡사옥,202010,2797
2718.마곡수명산파크1단지,202010,875
2719.마곡문화공원,202010,2088
2720.힐스테이트에코,202010,2502
2721.등촌1-10단지 교차로,202010,2863
2722.마곡 문영비지웍스,202010,3799
2723.마곡 필네이처,202010,1375
2724.(재)FITI시험연구원,202010,1923
2725.서울식물원 식물문화센터,202010,1519
2727.서울식물원 잔디마당 앞,202010,1469
2728.마곡나루역 3번 출구,202010,4342
2729.넥센 유니버시티 앞,202010,1523
2730.마곡메가박스 앞,202010,2087
2731.명덕고교,202010,1074
2732.마곡수명산 1-2단지,202010,1268
2733.마곡13단지 정문 앞,202010,2458
2735.마곡 공공청사,202010,1620
2737.까치산역 3번 출구,202010,1467
2739.수명산파크1단지교차로,202010,1573
2740.마곡레포츠센터,202010,804
2741.마곡수명산파크5-6단지,202010,1266
2742.강서구민올림픽체육센터,202010,1004
2743.동신아파트 104동 앞,202010,1185
2744.강서세무서 앞,202010,835
2745.수명초등학교,202010,876
2746.수명산파크 4단지 411동 앞,202010,971
2102. 봉림교 교통섬,202010,10809
2103. 신림동 우방아파트,202010,2105
2104. 사당역 5번출구,202010,1884
2105. 미성동 신림체육센터,202010,1650
2106. 난곡 새마을금고,202010,2551
2107. 도림천 신화교,202010,3223
2108. 은천치안센터,202010,1609
2109. 은천로입구 가로공원,202010,3291
2110. 조원동 미성아파트,202010,145
2111. 서울대입구역 1번출구,202010,1394
2112. 서울대입구역 마에스트로,202010,1254
2113. 관악동작견인차량보관소,202010,2998
2115. 관악농협농산물백화점,202010,1661
2116. 에이스에이존빌딩,202010,1257
2119. 중앙동 동진빌딩,202010,1552
2122. 낙성대로 입구,202010,975
2127. 보성운수차고지 맞은편,202010,706
2128. 관악구청교차로,202010,1028
2129. 낙성대 과학전시관,202010,743
2130. 영어마을 관악캠프,202010,508
2135. 신림역 5번출구,202010,1802
2136. 신림역 8번출구,202010,3360
2137. KT&G 관악지점,202010,527
2139. 서울신성초등학교,202010,879
2140. 신림1교 교차로,202010,2397
2141. 미림여고입구 교차로,202010,186
2143. 서울산업정보학교,202010,412
2144. 난우길입구,202010,905
2145. 은천초등학교 육교,202010,768
2148. 낙성대역 3번출구 뒤,202010,998
2156. 농협 관악문성지점,202010,1140
2159. 인헌초교,202010,522
2160. 관악구 보건소,202010,3
2164. 관악우체국,202010,1255
2165. JK장평타워,202010,401
2167. 낙성대역 1번출구,202010,749
2169. 봉천역 2번출구,202010,1280
2170. 조원동서울본병원,202010,1501
2171. 서울대입구역 5번출구,202010,1650
2172. 나들목공원,202010,666
2173. 당곡사거리,202010,5339
2174. 삼성디지털프라자관악점,202010,1179
2175. 신림동걷고싶은문화의거리입구,202010,1561
2176. 보라매공원 보도육교,202010,2565
2177. 신대방역 2번 출구,202010,7706
2178. 서울대학교 정문,202010,698
2179. 양녕로 입구,202010,1474
2183. 동방1교,202010,6501
2184. 구암초등학교 버스정류장,202010,196
2185. 대학동 고시촌,202010,1220
2186.우리은행 낙성대역지점,202010,602
2187.현대시장사거리(신한은행),202010,984
2189.삼성서비스센터(관악점),202010,861
2190.도원맨션,202010,494
2191.대학동주민센터,202010,982
2195.은천교회,202010,754
2196.삼화페인트 봉천점,202010,574
2198.사랑의병원,202010,624
2199.신봉천주유소,202010,207
2200.관악문화원 건너편,202010,91
3304.낙성대역 5번 출구,202010,53
3305.낙성대역 8번 출구,202010,395
3306.서울신우초등학교,202010,80
3307.봉천고개 육교,202010,344
3310.영락고등학교,202010,271
3311.서울대입구역 4번 출구,202010,574
3802. 관악구민체육센터,202010,76
3500. 군자역2번출구,202010,1441
3501. 광진구청 앞,202010,2413
3502. 중곡역 1번출구,202010,940
3503. 광진유진스웰,202010,118
3504. 원일교회,202010,1862
3505. 신양초교앞 교차로,202010,1429
3506. 영동대교 북단,202010,1584
3507. 어린이회관,202010,460
3508. 화양사거리,202010,998
3509. 세종사이버대학교,202010,2543
3510. 중곡SK아파트앞,202010,715
3516. 구의아리수정수센터앞,202010,584
3517. 용마사거리,202010,2258
3518. 군자역 7번출구뒤,202010,3706
3520. 광진경찰서,202010,2205
3521. 현대홈타운 뒷길,202010,249
3523. 건국대학교 과학관(이과대) 앞,202010,782
3524. 세종대학교,202010,146
3528. 광진정보도서관,202010,1190
3529. 어린이대공원정문,202010,1021
3533. 건대입구역 사거리(롯데백화점),202010,6218
3534. 건대입구역 5번출구 뒤,202010,3513
3535. 중곡사거리(국민은행),202010,2546
3536. 중앙농협(자양동),202010,2347
3537. 아차산 휴먼시아 아파트 옆,202010,673
3541. 커먼그라운드,202010,3360
3542. 래미안 구의파크 스위트,202010,1520
3543. 세종대학교(학술정보원),202010,317
3563.구의7단지현대아파트,202010,153
3564.나루마당,202010,76
3566.우성4차아파트,202010,1599
3569.건대병원후문,202010,2606
3570.구의역 리버비스타 오피스텔,202010,1803
3571.화양 APT(횡단보도 옆),202010,2161
3573.광나루안전체험관,202010,1183
3575.자양사거리 (LG 유플러스),202010,1892
3578.중곡동 파크웨이빌딩,202010,878
3579.광진 캠퍼스시티,202010,1920
3581.광진광장,202010,841
3582.화양동 우체국,202010,850
3586.군자역 비채온 오피스텔,202010,1777
3587.우성식품 앞,202010,920
3588.세종대학교(영실관),202010,406
500. 어린이대공원역 3번출구 앞,202010,2575
501. 광진구의회 앞,202010,1453
502. 뚝섬유원지역 1번출구 앞,202010,13891
505. 자양사거리 광진아크로텔 앞,202010,2800
515. 광양중학교 앞,202010,1460
516. 광진메디칼 앞,202010,1159
539. 군자교교차로,202010,2004
540. 군자역 7번출구 베스트샵 앞,202010,1920
542. 강변역 4번출구 뒤,202010,2534
543. 구의공원(테크노마트 앞),202010,1204
544. 광남중학교,202010,1486
546. 잠실대교북단 교차로,202010,1655
548. 자양나들목,202010,2357
549. 아차산역 3번출구,202010,2735
551. 구의삼성쉐르빌 앞,202010,2857
552. 대림아크로리버 앞,202010,946
553. 중곡 성원APT 앞,202010,1676
555. 구의3동주민센터,202010,413
571. 어린이대공원역6번출구,202010,763
572. 국립정신 건강센터 앞,202010,474
573. 구의문주차장 앞,202010,1750
574. 아차산역4번출구,202010,2122
575. 중앙농협 중곡지점,202010,473
576. 광나루역 3번 출구,202010,1981
577. 광진청소년수련관,202010,1894
584. 광진광장 교통섬,202010,1884
588. 뚝섬 유원지역,202010,495
590. 건국대학교 (입학정보관),202010,1539
591. 건국대학교 (행정관),202010,274
592. 건국대학교 학생회관,202010,1519
593.자양중앙나들목,202010,2793
1901. 신도림동주민센터 앞,202010,1733
1904. 도림천역 1번 출구 앞,202010,1863
1906. 신도림역 1번 출구 앞,202010,6874
1907. 구일우성(아) 육교 밑,202010,812
1908. 해원리바파크 육교 밑,202010,1655
1910. 낙원교회 맞은편,202010,90
1911. 구로디지털단지역 앞,202010,6803
1912. 한신휴아파트 앞,202010,1991
1913. 구로리공원,202010,1066
1914. 대림역4번출구,202010,2484
1916. 구로중학교앞,202010,576
1920. 서울미래초등학교 사거리,202010,1437
1924. 삼부르네상스파크빌,202010,715
1925. 동양미래대학교 정문 옆,202010,4741
1928. 고척스카이돔구장 광장,202010,1334
1929. 고척근린공원 고척도서관 앞,202010,1036
1930. 개봉지구대 개봉치안센터,202010,1217
1931. 개봉역(북측광장),202010,2140
1933. 개봉푸르지오아파트 상가,202010,1973
1936. 개봉역 1번 출구 자전거보관서쪽,202010,1197
1937. 한진아파트 입구,202010,1200
1941. 오류동역 2번출구,202010,1949
1943. 온수역 북측,202010,661
1946. 구로역 광장,202010,2704
1951. 천왕이펜하우스 4단지 상가 앞,202010,341
1952. 천왕연지타운2단지 앞,202010,2178
1953. 천왕역 4번출구 뒤,202010,1222
1955. 디지털입구 교차로,202010,3572
1956. 도야미리숯불갈비 앞,202010,1305
1957. 구일고등학교 정문,202010,1655
1958. 강서수도사업소민원센터,202010,1543
1959. 구로구의회 앞,202010,1210
1960. 화광신문사 앞,202010,2310
1961. 신도림테크노근린공원,202010,5190
1962. 가리봉동주민센터,202010,1620
1964. 원메디타운 앞,202010,1407
1965. 삼환로즈빌아파트 105동 옆,202010,1196
1966. 한마을아파트 정문상가,202010,1821
1967. 참새공원(백곡경노당),202010,474
1968. 동인오피스텔 건너편 소공원,202010,518
1969. 궁동생태공원,202010,277
1971. 오정초교 앞 보도육교,202010,626
1973. 오리로와 서해안도로 교차로 앞,202010,670
1974. 신도림2차e편한세상아파트 203동 앞,202010,1409
1975. 대림역 1번 출입구 밑,202010,1334
1976. 남구로역 5번 출입구 앞,202010,501
1977. 천왕역 1번 출입구 앞,202010,1679
1979. 구로1동우체국 앞,202010,369
1981. 천왕이펜하우스5단지 앞,202010,831
1983. 구로동롯데아파트,202010,1655
1984. 구로구청,202010,1624
1985. 구로도서관,202010,3208
1986. 태평양물산빌딩,202010,3085
1987. 개봉아이파크아파트 앞,202010,1812
1988. 고척LIGA아파트 앞,202010,2468
1991. 오류동역 맞은편,202010,2188
1992. 구로구배드민턴실내체육관 앞,202010,446
1993. 금강수목원아파트 앞,202010,942
1994. 삼성전자 물류센터 앞,202010,1092
1996. 구일역 1번 출입구 앞,202010,2903
1998. 고척교 교차로,202010,2036
1999. 수궁동 성당 주변,202010,632
2000. 신도림4차 e편한세상 아파트 1109동 앞,202010,1435
2801. 대륭포스트타워1차,202010,2308
2804.항동지구 6단지 602동 앞,202010,636
2805.구로자원순환센터,202010,268
2806.항동지구 4단지 입구,202010,195
2807.항동지구 1단지 105동 앞,202010,631
2808.항동지구 2단지 202동 앞,202010,540
2809.항동지구 11단지 1103동 앞,202010,270
2810.항동지구 3단지 311동 앞,202010,328
2812.항동프라자,202010,291
2813.항동지구 3단지 302동 앞,202010,322
2814.항동지구 10단지 1001동 앞,202010,586
2815.항동지구 7단지 정문,202010,500
2816.항동지구 8단지 803동옆(주차장입구),202010,198
2817.천왕이펜하우스5단지 앞,202010,409
2818.천왕이펜하우스3단지 앞,202010,386
2819.하늘숲초등학교 앞,202010,770
2820.신세기아파트 앞,202010,981
2821.청구아파트 앞,202010,1350
2822.제니스스포츠 앞,202010,430
2823.중앙유통단지 앞,202010,1038
2824.미래사랑어린이공원 앞,202010,2134
2825.초롱타운 앞,202010,549
2826.가마산지하보도 옆,202010,414
1804. 독산역 2번출구 자전거주차장,202010,1552
1805. 서울디지털운동장 앞,202010,994
1806. 에이스하이엔드타워9차 앞,202010,891
1808. 에이스하이엔드타워8차 앞,202010,1006
1809. LG전자 별관동(호서대 벤처타워 맞은편),202010,549
1812. 갑을그레이트밸리 앞,202010,1154
1814. 두산위브아파트 옆 상가건물 앞,202010,1161
1816. 금천폭포공원 앞,202010,267
1819. 금천구청 앞 자전거거치대,202010,913
1820. 신한은행 시흥대로금융센터지점,202010,522
1821. 홈플러스 시흥점 맞은편 다비치안경 앞,202010,1060
1822. 서울 시흥동우체국 앞,202010,1417
1823. 상신정비공업 앞,202010,473
1824. 독산근린공원 입구,202010,2779
1825. 한신아파트 앞 육교 아래,202010,820
1826. 한신코아 앞,202010,699
1827. 독산보도육교 앞 자전거 보관소,202010,4169
1828. 한양수자인아파트 앞,202010,1050
1829. 홈플러스 금천점 앞,202010,1582
1830. 빅마켓 금천점 앞,202010,1651
1831. 메이퀸웨딩컨벤션 앞,202010,750
1833. 독산역 1번출구 앞 자전거보관소,202010,1768
1834. 월드메르디앙 벤처센터 2차,202010,2419
1835. STX V타워,202010,1047
1836. 금천구립 독산도서관,202010,158
1839. 수출의 다리 아래,202010,643
1840. 솔브레인이엔지 뒤편,202010,1077
1841. 가산동 주민센터,202010,1491
1842. 한울중학교,202010,406
1843. 독산고등학교,202010,561
1845. 롯데캐슬골드파크1차 서문,202010,804
1846. 롯데캐슬골드파크1차 동문,202010,928
1847. 독산주공 14단지 버스정류소,202010,410
1848. 벽산 디지털밸리 5차,202010,1310
1849. 대륭포스트타워5차,202010,481
1850. 코오롱테크노밸리,202010,398
1851. 가산디지털단지 7번출구,202010,2340
1852. 혜명양로원 담장 옆,202010,535
1853. 서울디자인직업전문학교 앞,202010,414
1854. 가산아네스트 오피스텔 앞,202010,816
1855. 성지아파트 옆 도로변,202010,249
1856. 모두의학교,202010,1106
1857. 주공14단지,202010,277
1858. 석수역1번출구 앞 (SK주유소),202010,871
1859. 대륭테크노타운 18차,202010,833
1861.IBK기업은행 석수역 지점 앞,202010,233
1862.스타즈호텔독산 빌딩 앞,202010,959
1863.위너스 스포츠클럽 골프연습장옆,202010,395
1864.산호시티빌 옆,202010,355
1865.금천구청앞(M빌딩),202010,359
1866.서울안천초등학교 옆,202010,372
1867.대륭포스트타워6차 앞,202010,2442
1868.우리은행 시흥남자동화점 앞,202010,416
1869.롯데캐슬골드파크3차 301동 앞,202010,681
1870.독산3동주민센터 앞,202010,502
1601. 석계역 문화광장 내 자전거 보관소,202010,4440
1602. 광운대역 앞,202010,1766
1603. 롯데캐슬 102동 코너(월계주유소건너),202010,2474
1605. 헬스케어,202010,2834
1606. 태릉입구역 3번출구,202010,1326
1608. 공릉역 1번 출구 앞,202010,5701
1610. 화랑대역 2번출구 앞,202010,3846
1611. 과기대 입구(우),202010,4336
1616. 하계2동 공항버스정류장 옆,202010,3533
1617. 하계동 중평어린이공원 앞,202010,2996
1619. 중계동 하나프라자빌딩 앞(중1-1),202010,2324
1620. 중계동 노원구민체육센터 옆(중1-2),202010,1533
1625. 상계역(4번출구),202010,3898
1628. 노일초등학교 앞,202010,1119
1630. 수연빌딩 앞,202010,1607
1634. 당고개공원 대여소,202010,1656
1635. 상계3.4동 주민센터 대여소,202010,404
1636. 백병원 사거리 농협은행 앞,202010,2999
1637. KT 노원점 건물 앞,202010,3779
1639. 희성오피앙,202010,1635
1640. 한내근린공원 북측,202010,1736
1641. 한내근린공원 남측,202010,753
1642. 서울여대 남문,202010,888
1643. 태릉입구역 8번출구,202010,2883
1646. 삼육대 입구,202010,845
1650. 중계근린공원내,202010,3742
1651. 맥도날드 상계점 앞,202010,1321
1652. 파르코 앞,202010,506
1653. 노원역1번출구,202010,4519
1654. 당고개입구 오거리,202010,1162
1655. 공릉1단지아파트,202010,3239
1656. 중앙하이츠 아파트 입구,202010,2099
1657. 노원구청,202010,1298
1659. 중계동 을지중학교,202010,1072
1660. 서울시립과학관,202010,439
1661. 당현천근린공원,202010,1467
1662. 노원역7번출구,202010,1828
1663. 동해문화예술관앞,202010,3099
1664. 노해근린공원내,202010,471
1665. 양지근린공원앞,202010,1071
1666. 노원소방서인근,202010,1828
1667. 중계중학교,202010,1465
1668. 중계역 6번출구,202010,2587
1669. 중계역 3번출구,202010,2123
1670. 노원경찰서교차로,202010,1654
1671. 인덕대학교,202010,1322
1672. 상계동수락리버시티,202010,803
1673. 노원역 5번출구,202010,3939
1674. 서울북부고용센터앞,202010,2680
1675. 월계문화체육센터,202010,87
1677. 육군사관학교 앞,202010,1651
1678. 성서대학교 밀알관,202010,353
1679. 삼육대 도서관,202010,238
1680. 삼육대 제3과학관,202010,50
1681. 현대6차 아파트,202010,1294
1682. 중계종합사회복지관 교차로,202010,1092
1683. 노원문화예술회관,202010,1682
1684. 태릉입구역 5번출구,202010,3400
1685. 불암고등학교 앞 횡단보도,202010,831
1686. 온수골사거리(스타벅스앞),202010,3082
1688. 마들역 7번출구,202010,2247
1689. 마들역 3번출구,202010,1636
1690. 도봉운전면허시험장,202010,1412
1691. 노원정보도서관,202010,1080
1692. 온곡초교 교차로,202010,1024
1693. 원자력 병원,202010,430
1695.월계미륭아파트 정문,202010,829
1696.수락리버시티4단지,202010,606
1697.상계주공2단지 219동,202010,1061
1700.상계보람아파트 202동,202010,892
2901.공릉동풍림아파트 101동,202010,1117
2902.공릉풍림아파트 108동,202010,1150
2903.월계초안아파트 1단지,202010,870
2904.중계3차청구아파트,202010,1231
2905.중계주공6단지,202010,534
2907. 월계중학교,202010,425
2908. 광운대학교 중앙도서관,202010,996
2909. 석계역 3번 출구,202010,1450
2910.도깨비시장,202010,2517
2911.상계역중앙시장,202010,1560
2912.대진고등학교,202010,1494
2913.상계8동 주민센터,202010,2029
2914.서울과학기술대학교(미래관),202010,240
2915.서울과학기술대학교(어학교육원),202010,2069
2917.신창중학교 후문 맞은편 버스정류장,202010,985
2919.등나무 근린공원(시립북서울미술관 앞),202010,2791
2920.상계중학교(당현2교사거리),202010,788
2921.중계역 2번출구,202010,1263
1702. 녹천역 1번출구 앞,202010,708
1703. 도봉산광역환승센터앞,202010,702
1705. 도봉구청 정문앞,202010,1540
1706. 기업은행 앞,202010,1008
1707. 도봉구민회관,202010,1065
1708. 보건소사거리(다비치안경창동점),202010,2170
1709. 쌍문역4번출구 주변,202010,1147
1713. 쌍문동 이안아파트 앞,202010,245
1714. 도봉문화정보도서관 삼거리,202010,203
1715. 서울특별시교육청도봉도서관,202010,1350
1716. 하나로마트 창동점,202010,2899
1717. 시립창동운동장 입구,202010,487
1719. 신도봉사거리 버스정류장,202010,806
1720. 도봉구청 옆(중랑천변),202010,3314
1721. 창동역 2번출구,202010,3520
1722. 창동청소년수련관,202010,1357
1723. 방학동학마을도서관,202010,688
1725. 창1동주민센터,202010,509
1726. 삼익세라믹아파트교차로,202010,1520
1727. 서울도봉초등학교인근,202010,569
1728. 서울북부지방법원,202010,353
1729. 파리바게트앞,202010,1316
1730. 도봉산역 교차로 앞,202010,294
1731. 도봉고등학교 맞은편,202010,284
1732. 우리은행 앞,202010,876
1733. 방학사거리 (봄마당 앞),202010,2120
1734. 쌍문현대1차아파트 108동 앞,202010,942
"1735. 도봉역 1,2번 출구사이 건너편",202010,974
1736. 버스정류장 앞,202010,497
1737. 하나은행 (창동점),202010,2503
1738. 창동주공17단지 상가앞,202010,2008
1741. 제일강산수산입구,202010,2570
1742. 북한산 코오롱 하늘채,202010,1880
1743.창동19단지아파트 관리사무소앞,202010,1101
1744.KT방학지사 앞,202010,945
1746. 다이소방학점 앞,202010,623
1748. 피자헛 앞(도봉병원 옆),202010,673
1749. ESA아파트 상가 앞,202010,1202
1750. 창포원 남쪽 입구,202010,1483
1751. 창원초등학교 교차로,202010,465
1752. 창동 주공 4단지 입구 옆,202010,677
1754. 창동시장입구 사거리,202010,975
1756.서울북부광역등기국,202010,342
1757.솔밭공원역 1번출구 앞,202010,487
1758.북서울교회 버스정류소 앞,202010,752
1759.서울북부지방법원 앞,202010,616
1761.방학중학교 앞,202010,635
1762.북한산 한신휴플러스APT앞,202010,1353
1765.쌍문역 1번 출구(양산부인과 빌딩),202010,1105
1767.태양중앙교회 앞,202010,1790
1768.신동아타워 버스정류소,202010,824
1770.도봉한신아파트 주변,202010,693
1771.성원APT버스정류소,202010,1150
1772.시립도봉노인복지관 버스정류소,202010,694
1774.반석교회(쌍문동),202010,433
1775.신원리베르텔 앞,202010,873
600. 휘경2동 주민센터,202010,322
601. 용신동주민센터,202010,1168
602. 장안동 사거리,202010,4173
604. 답십리초등학교 옆 공원,202010,1161
605. 신설동역8번출구,202010,1237
606. 휘경공고앞,202010,1329
607. 신이문역 2번출구,202010,978
608. 전농삼성아파트,202010,296
609. 제기2교,202010,2105
610. 동대문중 교차로,202010,1089
612. 시립동부병원 앞 사거리,202010,2287
613. 신설동역 10번출구 앞,202010,2045
614. 용두동 사거리,202010,2293
615. 용두동 래미안허브리츠아파트 앞,202010,1211
616. 서울시립대 앞,202010,238
617. 청솔우성아파트 앞,202010,1544
621. 동대문중학교 옆,202010,292
622. 전농사거리 교통섬,202010,1475
623. 서울시립대 정문 앞,202010,2148
624. 전농동 동아아파트 앞,202010,1672
625. 답십리초등학교 앞(현대시장 옆),202010,2264
626. 군자교 서측 녹지대,202010,1493
627. 장안동삼거리 교통섬,202010,2125
628. 휘봉고등학교 앞,202010,822
630. 동대문구 보건소,202010,2026
631. 답십리역 1번출구,202010,2666
633. 청량리 기업은행 앞,202010,1576
634. 외국어대 정문 앞,202010,3421
635. 시조사 앞 (청량고정문 옆),202010,1724
636. 세종대왕기념관 교차로,202010,827
637. KAIST 경영대학 앞,202010,1104
638. 서울시립대 정보기술관,202010,475
639. 서울시립대 후문,202010,678
640. KEB하나은행 청량리역지점,202010,1143
641. 용두역 4번출구,202010,2481
642. 신답역 사거리,202010,1181
643. 동대문구민체육센터 (육교아래),202010,2089
646. 장한평역 1번출구 (국민은행앞),202010,4459
647. 신이문역 1번출구,202010,1081
648. 장안동위더스빌옆,202010,2959
650. 중랑교사거리,202010,2764
652. 답십리 래미안엘파인아파트 입구,202010,1001
654. 전농동 텃골공원,202010,586
656. 영휘원 교차로,202010,855
657. 동대문롯데캐슬아파트 앞,202010,1547
658. 촬영소 사거리,202010,1423
659. 제기역1번출구,202010,2194
660. 동의보감타워,202010,1566
661. 경희대학교 청운관,202010,1288
663. 외대앞역 4번출구,202010,2389
664. 서울시립대 대학본부,202010,413
665.이문동 쌍용아파트 정문,202010,962
666.이문대성유니드아파트 앞,202010,856
667.청량차도 육교 밑,202010,354
668.서울축산농협(장안지점),202010,2669
669.청계한신휴플러스앞 삼거리,202010,1105
670.삼육서울병원 버스정류장,202010,3264
671.대광빌딩,202010,380
672.대광고등학교,202010,467
673.안암골벽산아파트(후문),202010,995
674.고대앞사거리 교통섬,202010,1369
675.성복교회 앞 (장평교 아래),202010,1468
676.FITI시험연구원 앞,202010,841
677.청량리역 4번 5번출구 사이,202010,1898
678.장안힐스테이트(아) 앞,202010,1376
679.전농SK아파트 앞,202010,499
680.꿈마루어린이도서관 앞,202010,2092
681.서울특별시 동부교육지원청(육교),202010,148
2002. 노들역 1번출구,202010,4206
2003. 사육신공원앞,202010,1986
2007. 유한양행앞,202010,1629
2008. 노량진근린공원 대방공원,202010,548
2009. 보라매역 8번출구,202010,1024
2012. 녹십초요양병원앞,202010,1000
2013. 장승배기역 5번출구,202010,2579
2015. 신대방삼거리역 6번출구쪽,202010,3124
2016. 신대방삼거리역 3번출구쪽,202010,2289
2020. 장승배기역2번출구뒷편쪽,202010,999
2024. 상도역 1번출구,202010,893
2025. 흑석역 1번출구,202010,3902
2026. 흑석역 4번출구,202010,853
2027. 중앙대학교 정문,202010,894
2032. 이수역 11번출구쪽,202010,1873
2033. 사당동 아르테스 웨딩앞,202010,1240
2034. 사당역 7번출구쪽,202010,1523
2036. 정금마을 마을버스정류장,202010,758
2037. 동작역 5번출구 동작주차공원,202010,1130
2038. 동작역 7번출구,202010,290
2040. 비계 버스정류소,202010,334
2041. 사당중학교 버스정류소,202010,495
2048. 삼일초등학교 인근,202010,619
2050. 노량진역 5번출구,202010,3547
2054. 삼익아파트,202010,1462
2056. 동작구민 체육센터,202010,1309
2057. 상도 아이파크 아파트,202010,613
2058. 노량진동 맥도널드앞,202010,2886
2059. 보라매공원 정문,202010,2056
2060. 남성역3번출구 뒤,202010,1855
2061. 한강 현대아파트 건너편,202010,212
2062. 사당새마을금고,202010,560
2063. 대방역 4번출구,202010,1371
2064. 흑석한강푸르지오 106동앞,202010,348
2065. 서울시여성가족재단,202010,662
2066. 양문교회 앞,202010,1990
2067. LG전자 베스트? 대리점 앞,202010,1338
2068. 총신대 앞(육교),202010,199
2069. 숭실대 입구역3번 출구 앞,202010,732
2070. 노량진역 2번 출구 앞,202010,2240
2071. 대림아파트 후문 상가 옆,202010,347
2076.노들나루공원 입구,202010,3087
2077.노들역 3번출구,202010,1115
2078.흑석 아크로리버하임(103동),202010,274
2079.중앙대학교 정문,202010,133
2080.빕스 대방점 앞,202010,1934
2081.대방1차 e편한세상 앞,202010,1031
2082.7호선 이수역7번출구,202010,773
2083.흑석롯데캐슬에듀포레(107동),202010,420
2084.e편한세상 상도노빌리티 앞,202010,840
2085.강남중학교 앞,202010,915
2086.삼일수영장 앞,202010,623
2088.상도중앙하이츠빌 입구,202010,375
2089.사당역10번출구(금강빌딩),202010,989
2090.기아자동차 사당점 앞,202010,848
2091.이수역9번출구(맥도날드),202010,898
2092.흑석한강푸르지오(110동),202010,127
2093.상도SH빌아파트 입구,202010,115
2094.숭실대학교(중문),202010,112
2095.경문고등학교 앞,202010,704
2096.서울특별시 동작관악교육지원청,202010,56
237. 보라매 두산위브 건너편,202010,1940
101. (구)합정동 주민센터,202010,972
102. 망원역 1번출구 앞,202010,3703
103. 망원역 2번출구 앞,202010,2689
104. 합정역 1번출구 앞,202010,1796
105. 합정역 5번출구 앞,202010,1573
106. 합정역 7번출구 앞,202010,5203
107. 신한은행 서교동금융센터점 앞,202010,2865
108. 서교동 사거리,202010,2039
109. 제일빌딩 앞,202010,2185
111. 상수역 2번출구 앞,202010,1924
112. 극동방송국 앞,202010,1504
113. 홍대입구역 2번출구 앞,202010,1
114. 홍대입구역 8번출구 앞,202010,5635
118. 광흥창역 2번출구 앞,202010,1642
119. 서강나루 공원,202010,2000
120. 신수동 사거리,202010,607
121. 마포소방서 앞,202010,1083
122. 신성기사식당 앞,202010,1116
124. 서강대 정문 건너편,202010,1718
125. 서강대 남문 옆,202010,658
126. 서강대 후문 옆,202010,1832
127. 현대벤처빌 앞,202010,531
129. 신촌역(2호선) 6번출구 옆,202010,1
130. 신촌역(2호선) 7번출구 앞,202010,2940
136. 대흥동 주민센터,202010,395
142. 아현역 4번출구 앞,202010,658
143. 공덕역 2번출구,202010,1544
144. 공덕역 8번출구,202010,4274
145. 공덕역 5번출구,202010,1439
146. 마포역 2번출구 뒤,202010,3227
147. 마포역 4번출구 뒤,202010,3126
148. 용강동 주민센터 앞,202010,2230
150. 서강대역 2번출구 앞,202010,1037
151. 망원1동주민센터,202010,3067
